Organization,Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Havard,MOLECULAR BASIS OF INHERITED DEAFNESS,NIDCD,8610278,5R01DC002281-17,5,R01,DC,2281,17,,,1897716,"COREY, DAVID P",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,359847,
Havard,ROLE OF GATA6 IN REGULATING HEDGEHOG SIGNALING IN THE GROWTH PLATE,NIAMS,8627113,5R01AR060735-02,5,R01,AR,60735,2,,,1899368,"LASSAR, ANDREW BRUCE",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,360188,
Havard,OLFACTORY?CIRCUITS?THAT?CONTROL?BEHAVIOR,NIDCD,8694337,1R01DC013289-01A1,1,R01,DC,13289,1,A1,,6676211,"LIBERLES, STEPHEN DANIEL",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,360188,
Havard,IMPACT OF OBESITY ON AIRWAY RESPONSES TO AIR POLLUTION,NIEHS,8651482,5R01ES013307-10,5,R01,ES,13307,10,,,1974462,"SHORE, STEPHANIE A",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,360555,
Havard,TRAINING IN PHARMACOLOGICAL SCIENCES,NIGMS,8607794,2T32GM007306-39,2,T32,GM,7306,39,,,1858811,"GOLAN, DAVID E.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,361073,
Havard,BENEFITS OF DIETARY ESSENTIAL AMINO ACID RESTRICTION,NIDDK,8585053,5R01DK090629-04,5,R01,DK,90629,4,,,9286596,"MITCHELL, JAMES ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,363375,
Havard,NOVEL MECHANISMS FOR OXYSTEROLS IN CELL-CELL SIGNALING,NIGMS,8670931,1R01GM110041-01,1,R01,GM,110041,1,,,7887972,"SALIC, ADRIAN ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,365637,
Havard,PROJECTION NEURON CONTROL OVER INTERNEURON POSITIONING INTO NEOCORTICAL CIRCUITRY,NINDS,8683266,5R01NS078164-02,5,R01,NS,78164,2,,,8570565,"ARLOTTA, PAOLA ",Not Applicable,HARVARD UNIVERSITY, ,2014,365990,
Havard,THE TRANSLATION APPARATUS OF LEISHMANIA: FROM BASIC ANALYSIS TO PURSUIT OF NOVEL,NIAID,8611491,1R01AI108718-01,1,R01,AI,108718,1,,,7780808,"WAGNER, GERHARD ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,366095,
Havard,BIOMATERIAL BASED BREAST CANCER VACCINE,NIBIB,8636018,5R01EB015498-02,5,R01,EB,15498,2,,,8116883,"MOONEY, DAVID J ","DRANOFF, GLENN ",HARVARD MEDICAL SCHOOL, ,2014,366115,
Havard,DEVELOPMENT OF NOVEL TRANSSYNAPTIC TRACERS FOR USE IN THE CENTRAL NERVOUS SYSTEM,NINDS,8658163,5R01NS083848-02,5,R01,NS,83848,2,,,1858426,"CEPKO, CONSTANCE L",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,367074,
Havard,NEUROTROPHIN SIGNALS CONTROLLING DEVELOPMENT OF THE PERIPHERAL NERVOUS SYSTEM,NINDS,8804205,5R01NS034814-21,5,R01,NS,34814,21,,,1885608,"GINTY, DAVID D",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,367074,
Havard,CELLULAR MECHANISMS OF DIETARY THERAPY FOR EPILEPSY,NINDS,8659516,5R01NS055031-07,5,R01,NS,55031,7,,,1887092,"YELLEN, GARY I",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,367074,
Havard,INVESTIGATING THE MECHANISM OF TNFALPHA MEDIATED CELL DEATH IN OLIGODENDROCYTES,NINDS,8729514,5R01NS082257-02,5,R01,NS,82257,2,,,1893171,"YUAN, JUNYING ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,367074,
Havard,HUMAN CELL-BASED MODELS OF PRIMARY ADIPOCYTE DISORDERS,NIDDK,8662769,5R01DK095384-03,5,R01,DK,95384,3,,,9085086,"COWAN, CHAD ALBERT",Not Applicable,HARVARD UNIVERSITY, ,2014,367575,
Havard,LUNG CANCER DISPARITIES CENTER: JOINTLY ADDRESSING RACE & SOCIOECONOMIC STATUS,NCI,8885994,3P50CA148596-05S1,3,P50,CA,148596,5,S1,,1900432,"WILLIAMS, DAVID R",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,368479,
Havard,AIRE; A ZINC-FINGER PROTEIN THAT CONTROLS AUTOIMMUNITY,NIDDK,8639540,5R37DK060027-14,5,R37,DK,60027,14,,,6133591,"MATHIS, DIANE J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,368663,
Havard,VISUAL PROCESSING IN THE CEREBRAL CORTEX,NEI,8693270,2R01EY005911-29,2,R01,EY,5911,29,,,1876959,"MAUNSELL, JOHN HR",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,370415,
Havard,MOLECULAR DISSECTION OF ACTIVE ZONE FUNCTIONS IN NEUROTRANSMITTER RELEASE,NINDS,8759245,1R01NS083898-01A1,1,R01,NS,83898,1,A1,,9961941,"KAESER, PASCAL SIMON",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,370781,
Havard,TRAINING GRANT IN ACADEMIC NUTRITION,NIDDK,8722527,5T32DK007703-20,5,T32,DK,7703,20,,,2087382,"HU, FRANK B",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,371186,
Havard,STRUCTURE AND FUNCTION IN NOTCH SIGNALING,NCI,8815616,2R01CA092433-12,2,R01,CA,92433,12,,,1884664,"BLACKLOW, STEPHEN C.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,373771,
Havard,NOVEL STATISTICAL APPROACHES TO MENTAL HEALTH PHENOTYPE ANALYSIS IN GWA STUDIES,NIMH,8647000,5R01MH081862-06,5,R01,MH,81862,6,,,7840494,"LANGE, CHRISTOPH ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,374348,
Havard,ADIPOSE-ISSUE TREGS: IMPORTANT PLAYERS IN THE IMMUNOLOGICAL CONTROL OF METABOLIS,NIDDK,8677881,5R01DK092541-04,5,R01,DK,92541,4,,,6133591,"MATHIS, DIANE J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,375443,
Havard,LONG-TERM EFFECTS OF BOTULINUM NEUROTOXINS ON NEURONAL VIABILITY,NINDS,8617314,5R01NS080833-02,5,R01,NS,80833,2,,,8880839,"DONG, MIN ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,378985,
Havard,AP1-DEPENDENT  REGULATION OF BONE MASS AND ENERGY EXPENDITURE IN THE HYPOTHALAMUS,NIA,8702064,5R01AG040222-04,5,R01,AG,40222,4,,,1877765,"BARON, ROLAND E",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,382909,
Havard,CVD EPIDEMIOLOGY TRAINING PROGRAM IN BEHAVIOR; THE ENVIRONMENT AND GLOBAL HEALTH,NHLBI,8742916,2T32HL098048-06A1,2,T32,HL,98048,6,A1,,1880919,"RIMM, ERIC B",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,383712,
Havard,FUNCTIONAL GENETIC EVOLUTION OF HUMAN BRAIN AND BEHAVIOR,NIAAA,8702035,5R01AA019688-05,5,R01,AA,19688,5,,,6884787,"VALLENDER, ERIC J.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,384191,
Havard,REGULATION OF HOST INNATE IMMUNITY AGAINST VIRAL INFECTION,NIAID,8650254,5R01AI087846-05,5,R01,AI,87846,5,,,9959699,"GACK, MICHAELA ULRIKE",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,386471,
Havard,THE CARDIOPULMONARY EFFECTS OF PARTICULATE EXPOSURE,NIEHS,8650872,5R01ES009860-12,5,R01,ES,9860,12,,,1868404,"CHRISTIANI, DAVID C",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,388018,
Havard,CHARACTERIZATION OF THE INSULIN TO AUTOPHAGY PATHWAY IN MUSCLES,NIAMS,8661710,5R01AR057352-05,5,R01,AR,57352,5,,,1963356,"PERRIMON, NORBERT ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,389806,
Havard,UBIQUITIN-MEDIATED PROTEOLYSIS AND CELL CYCLE CONTROL,NIA,8723003,5R01AG011085-21,5,R01,AG,11085,21,,,7736225,"HARPER, JEFFREY W",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,389947,
Havard,MODELING INDIVIDUAL-TO-COLLECTIVE BEHAVIOR IN MOUND-BUILDING TERMITES,NIGMS,8797700,1R01GM112633-01,1,R01,GM,112633,1,,,7385415,"WERFEL, JUSTIN K ","NAGPAL, RADHIKA ;TURNER, JEFFREY SCOTT",HARVARD MEDICAL SCHOOL, ,2014,390718,
Havard,IN VIVO HANDHELD COHERENT RAMAN SCATTERING (CRS) MICROSCOPY FOR GLIOMA IMAGING,NIBIB,8760861,1R01EB017254-01A1,1,R01,EB,17254,1,A1,,6369857,"XIE, XIAOLIANG SUNNEY  ","ORRINGER, DANIEL ",HARVARD UNIVERSITY, ,2014,391001,
Havard,IDENTIFYING WAYS TO REDUCE READMISSIONS AMONG MINORITY-SERVING U.S. HOSPITALS,NHLBI,8644879,5R01HL113567-03,5,R01,HL,113567,3,,,7609019,"JHA, ASHISH K",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,394850,
Havard,NEUROIMAGING AND NEUROPSYCHOLOGICAL BIOMARKERS OF VASCULAR RISK FACTORS,NINDS,8817058,1R01NS086882-01A1,1,R01,NS,86882,1,A1,,6581237,"LERITZ, ELIZABETH C",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,395219,
Havard,THE RNA POLYMERASE II TRANSCRIPTION COMPLEX,NIGMS,8672649,5R01GM046498-24,5,R01,GM,46498,24,,,1887673,"BURATOWSKI, STEPHEN ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,395264,
Havard,ENGINEERING SKELETAL MUSCLE WITH BIODEGRADABLE HYDROGELS,NIDCR,8681421,5R01DE013349-14,5,R01,DE,13349,14,,,8116883,"MOONEY, DAVID J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,395593,
Havard,FACTORS MEDIATING HOST RESISTANCE TO CHLAMYDIA TRACHOMATIS,NIAID,8695275,5R01AI062827-09,5,R01,AI,62827,9,,,1860791,"STARNBACH, MICHAEL N",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,395675,
Havard,MEMBRANE REMODELING AND PROTEIN TRAFFICKING IN BACTERIA,NIGMS,8587485,5R01GM073831-09,5,R01,GM,73831,9,,,1929338,"RUDNER, DAVID Z",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,396630,
Havard,HEALTHY OPTIONS: GROUP PSYCHOTHERAPY FOR HIV-POSITIVE DEPRESSED PERINATAL WOMEN,NIMH,8666669,5R01MH100338-02,5,R01,MH,100338,2,,,9501311,"SMITH FAWZI, MARY CATHERINE ","KAAYA, SYLVIA ",HARVARD MEDICAL SCHOOL, ,2014,397062,
Havard,BMAL1 COMPLEXES OF THE CIRCADIAN CLOCK,NIGMS,8656710,5R01GM095945-04,5,R01,GM,95945,4,,,1881352,"WEITZ, CHARLES J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,397423,
Havard,ANALYSIS OF INTRATUMORAL CROSSTALK IN CLONAL POPULATIONS OF OVARIANTUMOR CELLS,NCI,8613292,1R01CA181543-01,1,R01,CA,181543,1,,,2211633,"BRUGGE, JOAN SIEFERT",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,398239,
Havard,CHEMICAL BIOLOGY OF MICROBIAL INTERSPECIES SIGNALING,NIGMS,8651924,5R01GM082137-07,5,R01,GM,82137,7,,,1879843,"KOLTER, ROBERTO G.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,398325,
Havard,SIGNAL TRANSDUCTION IN AXON GUIDANCE,NINDS,8697148,5R01NS069913-04,5,R01,NS,69913,4,,,1872295,"FLANAGAN, JOHN G",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,398423,
Havard,ENVIRONMENTAL OBESOGENS AND WEIGHT CHANGE IN THE POUNDS LOST TRIAL,NIEHS,8761806,1R01ES022981-01A1,1,R01,ES,22981,1,A1,,9721881,"SUN, QI ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,399934,
Havard,FUNCTIONAL ANALYSIS OF ERYTHROCYTE DETERMINANTS OF MALARIA INFECTION,NIAID,8645599,5R01AI091787-04,5,R01,AI,91787,4,,,7624517,"DURAISINGH, MANOJ T",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,403750,
Havard,IDENTIFICATION AND INFERENCE FOR LONGITUDINAL CAUSAL MEDIATION ANALYSIS IN HIV,NIAID,8666718,5R01AI104459-02,5,R01,AI,104459,2,,,6851113,"TCHETGEN TCHETGEN, ERIC JOEL ","SHPITSER, ILYA ",HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,403750,
Havard,MECHANISMS OF LIPID DROPLET PROTEIN TARGETING,NIGMS,8725690,5R01GM097194-05,5,R01,GM,97194,5,,,10383230,"WALTHER, TOBIAS ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,403750,
Havard,MECHANISM AND FUNCTION OF BETA-2 ADRENERGIC RECEPTOR DEGRADATION IN THE LUNG,NHLBI,8701380,5R01HL114769-02,5,R01,HL,114769,2,,,9338056,"LU, QUAN ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,406184,
Havard,WHOLE GENOME AMPLIFICATION AND SEQUENCING OF SINGLE CANCER CELLS,NCI,8740473,5R33CA174560-02,5,R33,CA,174560,2,,,6369857,"XIE, XIAOLIANG SUNNEY  ","WEISSLEDER, RALPH ",HARVARD UNIVERSITY, ,2014,406935,
Havard,UNDERSTANDING DISPARITIES IN PATIENT-CENTERED HOSPITAL CARE,NIMHD,8600631,5R01MD006230-03,5,R01,MD,6230,3,,,7609019,"JHA, ASHISH K",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,408247,
Havard,IN TOTO IMAGING AND GENOMICS TO DECODE EAR HAIR CELL FORMATION AND REGENERATION,NIDCD,8605873,5R01DC010791-05,5,R01,DC,10791,5,,,7012529,"MEGASON, SEAN G",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,408254,
Havard,EPIGENETIC REGULATION BY LARGE NON-CODING RNAS IN THE P53 MEDIATED DNA DAMAGE RES,NIEHS,8689016,5R01ES020260-04,5,R01,ES,20260,4,,,9575805,"RINN, JOHN LOUIS",Not Applicable,HARVARD UNIVERSITY, ,2014,408375,
Havard,ACCURATE AND EFFICIENT MEASURES FOR HIV INCIDENCE,NIAID,8616714,5R01AI097015-03,5,R01,AI,97015,3,,,1870894,"PAGANO, MARCELLO ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,408430,
Havard,ENHANCING DIVERSITY IN ACADEMIC MEDICINE THROUGH FACULTY NETWORKS,NIGMS,8757018,1R01GM111563-01,1,R01,GM,111563,1,,,1858644,"REEDE, JOAN Y. ","HILL, EMORCIA V",HARVARD MEDICAL SCHOOL, ,2014,410276,
Havard,EPIGENETIC REGULATION OF HSV INFECTION OF ORAL CELLS,NIDCR,8739283,5R56DE023909-02,5,R56,DE,23909,2,,,1894203,"KNIPE, DAVID M",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,411038,
Havard,INTERNAL SIGNALS IN THE PARIETAL VISUAL PATHWAY,NEI,8721419,5R01EY012106-14,5,R01,EY,12106,14,,,1867736,"ASSAD, JOHN ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,411470,
Havard,QUANTIFICATION AND PREDICTION OF TREATMENT EFFICACY FOR HIV CURE STRATEGIES,OD,8797002,1DP5OD019851-01,1,DP5,OD,19851,1,,,12099940,"HILL, ALISON LYNN",Not Applicable,HARVARD UNIVERSITY, ,2014,412150,
Havard,RNA PROCESSING IN NON-SEGMENTED MINUS-STRAND RNA VIRUSES,NIAID,8651853,5R01AI059371-10,5,R01,AI,59371,10,,,7746536,"WHELAN, SEAN PJ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,413302,
Havard,MOLECULAR MECHANISMS OF RHABDOVIRUS ENTRY,NIAID,8602798,5R01AI081842-05,5,R01,AI,81842,5,,,7746536,"WHELAN, SEAN PJ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,413330,
Havard,STATISTICAL METHODS IN AIDS RESEARCH,NIAID,8690733,5R01AI024643-26,5,R01,AI,24643,26,,,2232971,"HUGHES, MICHAEL DAVID",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,413631,
Havard,GENETICS OF SLEEP IN ZEBRAFISH,NHLBI,8692005,5R01HL109525-07,5,R01,HL,109525,7,,,1879377,"SCHIER, ALEXANDER F",Not Applicable,HARVARD UNIVERSITY, ,2014,414050,
Havard,REPRESENTING OBJECT ENSEMBLES IN THE HUMAN BRAIN: WHERE; WHEN AND WHAT,NEI,8717667,5R01EY022355-03,5,R01,EY,22355,3,,,7940353,"XU, YAODA ",Not Applicable,HARVARD UNIVERSITY, ,2014,414050,
Havard,C9ORF72 IN MOTOR SYSTEM BIOLOGY AND ALS,NINDS,8801041,1R01NS089742-01,1,R01,NS,89742,1,,,3127270,"EGGAN, KEVIN C",Not Applicable,HARVARD UNIVERSITY, ,2014,414782,
Havard,CORTICO-CORTICAL FEEDBACK,NEI,8634782,5R01EY011379-17,5,R01,EY,11379,17,,,1867892,"BORN, RICHARD T",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,415275,
Havard,GENE THERAPY TO SUPPORT CONE METABOLISM IN RETINITIS PIGMENTOSA,NEI,8622203,5R01EY023291-02,5,R01,EY,23291,2,,,1858426,"CEPKO, CONSTANCE L",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,415275,
Havard,MECHANISMS OF TRANSCRIPTIONAL CONTROL REVEALED BY NASCENT TRANSCRIPT SEQUENCING,NHGRI,8641717,5R01HG007173-02,5,R01,HG,7173,2,,,9399229,"CHURCHMAN, LEE STIRLING",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,415275,
Havard,INTEGRIN-BASED MECHANISMS IN TERMINAL ERYTHROID MATURATION,NHLBI,8677968,5R01HL116327-03,5,R01,HL,116327,3,,,1858811,"GOLAN, DAVID E.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,415275,
Havard,DEFINING GENETIC ARCHITECTURE AND PATHWAYS OF DCM,NHLBI,8656729,5R01HL080494-08,5,R01,HL,80494,8,,,6914597,"SEIDMAN, JONATHAN G",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,415275,
Havard,CHEMICAL BIOLOGY OF BACTERIAL SYMBIONTS,NIGMS,8638023,5R01GM086258-06,5,R01,GM,86258,6,,,1878823,"CLARDY, JON ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,415317,
Havard,EXPERIMENTAL EXAMINATIONS OF THE MECHANISMS THAT GENERATE THE RESPONSES OF MIDBRA,NIMH,8710346,5R01MH101207-02,5,R01,MH,101207,2,,,9075797,"UCHIDA, NAOSHIGE ",Not Applicable,HARVARD UNIVERSITY, ,2014,418570,
Havard,SYSTEMATIC DISCOVERY AND FUNCTIONAL ANALYSIS OF THE PARKIN MODIFIED PROTEOME,NINDS,8742018,5R37NS083524-10,5,R37,NS,83524,10,,,7736225,"HARPER, JEFFREY W",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,419513,
Havard,P. AERUGINOSA VIRULENCE DETERMINANTS,NIAID,8628728,5R37AI021451-28,5,R37,AI,21451,28,,,1864860,"LORY, STEPHEN ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,419513,
Havard,SCALABLE ASSAYS FOR MORPHOLOGICAL ANALYSIS OF MAMMALIAN NEURONS,NINDS,8657123,5R01NS077907-04,5,R01,NS,77907,4,,,1949951,"SABATINI, BERNARDO L",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,419513,
Havard,INTERDISCIPLINARY TRAINING IN GENES AND THE ENVIRONMENT,NIEHS,8667062,2T32ES016645-06A1,2,T32,ES,16645,6,A1,,1898632,"WESSLING-RESNICK, MARIANNE ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,420345,
Havard,SYNTHESIS AND DISCOVERY ENABLED BY SMALL MOLECULE-NUCLEIC ACID CONJUGATES,NIGMS,8687665,5R01GM065865-11,5,R01,GM,65865,11,,,6874950,"LIU, DAVID R",Not Applicable,HARVARD UNIVERSITY, ,2014,420404,
Havard,NEURONAL ACTIVITY-DEPENDENT REGULATION OF MECP2,NINDS,8635394,5R01NS048276-10,5,R01,NS,48276,10,,,1870988,"GREENBERG, MICHAEL E",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,420478,
Havard,FUNDAMENTAL NEUROBIOLOGY,NINDS,8670574,5T32NS007484-15,5,T32,NS,7484,15,,,1893205,"REGEHR, WADE G",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,420567,
Havard,PROTON-COUPLED ELECTRON TRANSFER IN BIOMIMETIC AND NATURAL SYSTEMS,NIGMS,8668064,5R01GM047274-23,5,R01,GM,47274,23,,,1863216,"NOCERA, DANIEL G.",Not Applicable,HARVARD UNIVERSITY, ,2014,421089,
Havard,SIRT1 AS A REGULATOR OF HEALTH AND LIFESPAN OF MAMMALS,NIA,8723013,5R37AG028730-08,5,R37,AG,28730,8,,,6484112,"SINCLAIR, DAVID A.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,421158,
Havard,PEPTIDE MODULATION OF STRIATAL PATCH AND MATRIX SUBDIVISIONS,NIMH,8729019,5R01MH100568-02,5,R01,MH,100568,2,,,1949951,"SABATINI, BERNARDO L",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,421665,
Havard,INVESTIGATING THE ROLE OF ALTERNATIVE SPLICING REGULATORY NETWORKS IN NERVOUS SYS,OD,8708557,5DP5OD009153-04,5,DP5,OD,9153,4,,,10791891,"CALARCO, JOHN ANTHONY",Not Applicable,HARVARD UNIVERSITY, ,2014,422500,
Havard,NEURAL CIRCUITS THAT REGULATE DOPAMINE NEURON ACTIVITY,NIMH,8660341,5R01MH095953-03,5,R01,MH,95953,3,,,9075797,"UCHIDA, NAOSHIGE ",Not Applicable,HARVARD UNIVERSITY, ,2014,422500,
Havard,GUT MICROBIOME INFLUENCES ON AUTOIMMUNE DISEASE,NIAID,8882581,1R56AI110630-01,1,R56,AI,110630,1,,,6174570,"BENOIST, CHRISTOPHE O",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,423750,
Havard,PHYSICIAN DETERMINANTS OF HEALTH CARE SPENDING; QUALITY; AND PATIENT OUTCOMES,OD,8743315,5DP5OD017897-02,5,DP5,OD,17897,2,,,6852162,"JENA, ANUPAM BAPU",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,423750,
Havard,KNOWLEDGE-BASED VACCINES BUILT ON PARADIGM CHANGES IN ANTIGEN PRESENTATION,NIAID,8626352,5R01AI089915-05,5,R01,AI,89915,5,,,1870456,"KASPER, DENNIS L.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,423750,
Havard,MOLECULAR GENETICS OF BIOFILM FORMATION,NIGMS,8785292,2R01GM058213-17,2,R01,GM,58213,17,,,1879843,"KOLTER, ROBERTO G.",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,423750,
Havard,GENETIC SIGNALS IN VENTRICULAR HYPERTROPHY,NHLBI,8759386,2R01HL084553-06A1,2,R01,HL,84553,6,A1,,6914597,"SEIDMAN, JONATHAN G",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,423750,
Havard,NEURONAL EPIGENOMIC CHANGES IN NEURODEVELOPMENT AND DISEASE,NIMH,8676941,5R01MH094663-04,5,R01,MH,94663,4,,,1870988,"GREENBERG, MICHAEL E",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,424348,
Havard,GRADUATE TRAINING IN BIOSTATISTICS,NIEHS,8692772,5T32ES007142-32,5,T32,ES,7142,32,,,2198445,"COULL, BRENT ANDREW",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,427805,
Havard,REDUCING DISPARITIES IN DIABETES THROUGH EXPANDED INSURANCE COVERAGE.,NIDDK,8610297,5R01DK090435-04,5,R01,DK,90435,4,,,2089710,"SALOMON, JOSHUA A",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,428091,
Havard,PROGRAM FOR AIDS CLINICAL RESEARCH TRAINING (PACRT),NIAID,8663156,5T32AI007433-23,5,T32,AI,7433,23,,,7913310,"FREEDBERG, KENNETH ALAN",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,435105,
Havard,DEVELOPMENT OF VALIDATED DROSOPHILA IN VIVO RNAI MODELS OF HUMAN DISEASES,OD,8690995,5R24OD011176-04,5,R24,OD,11176,4,,,1963356,"PERRIMON, NORBERT ",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,436690,
Havard,IMPACT OF SOCIAL COHESION ON FUNCTIONAL RECOVERY AFTER EARTHQUAKE AND TSUNAMI,NIA,8690730,5R01AG042463-02,5,R01,AG,42463,2,,,1898126,"KAWACHI, ICHIRO ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,438326,
Havard,UBIQUITIN CHAIN EDITING BY THE MAMMALIAN PROTEASOME,NIGMS,8688267,5R01GM095526-04,5,R01,GM,95526,4,,,1898343,"FINLEY, DANIEL J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,441222,
Havard,NUCLEAR SENSING OF HERPESVIRAL DNA,NIAID,8693140,1R01AI106934-01A1,1,R01,AI,106934,1,A1,,1894203,"KNIPE, DAVID M",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,443487,
Havard,INFLAMMATORY AND STRESS SIGNALING NETWORKS IN METABOLIC DISEASE,NIDDK,8759863,2R01DK052539-17,2,R01,DK,52539,17,,,1857755,"HOTAMISLIGIL, GOKHAN S",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,444125,
Havard,LINEAGE AND CELL MIGRATION IN PATTERNING THE LIMB PRIMORDIUM,NICHD,8680266,5R01HD045499-10,5,R01,HD,45499,10,,,1887350,"TABIN, CLIFFORD J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,446205,
Havard,POLYMERIC MATRICES WITH DEFINED CELL ADHESION,NIDCR,8757679,2R01DE013033-17A1,2,R01,DE,13033,17,A1,,8116883,"MOONEY, DAVID J",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,447810,
Havard,ACTION AND INTERACTION OF IONOTROPIC AND METABOTROPIC NEUROTRANSMISSION,NINDS,8723903,5R01NS046579-11,5,R01,NS,46579,11,,,1949951,"SABATINI, BERNARDO L",Not Applicable,HARVARD MEDICAL SCHOOL, ,2014,449762,
Havard,ROLE OF DGAT IN TRIACYGLYCEROL METABOLISM,NIDDK,8711428,7R01DK056084-13,7,R01,DK,56084,13,,,1935794,"FARESE, ROBERT V",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,452318,
Havard,WEIGHT-LOSS DIET INTERVENTION ON CARDIOMETABOLIC FACTORS OF GUT MICROBIOTA,NIDDK,8761982,1R01DK100383-01A1,1,R01,DK,100383,1,A1,,9117842,"QI, LU ",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2014,454897,
